,Liquidity_Samples
7049,1.4376563627125542e+25
7050,1.4686843840250396e+25
7051,1.4963016339192196e+25
7052,1.4740126413588558e+25
7053,1.5196294600325162e+25
7054,1.5374643771045012e+25
7055,1.4946733264923525e+25
7056,1.4287090461109002e+25
7057,1.460324768331881e+25
7058,1.4605955231221858e+25
7059,1.4398294860766397e+25
7060,1.443032011584516e+25
7061,1.4997637470217002e+25
7062,1.5439917777140426e+25
7063,1.5289767741813498e+25
7064,1.5084414093565638e+25
7065,1.4583010202402095e+25
7066,1.4426166627275617e+25
7067,1.4993689754659777e+25
7068,1.4724900265560644e+25
7069,1.4896867495148097e+25
7070,1.516301981413618e+25
7071,1.4902070056426166e+25
7072,1.4618255218261244e+25
7073,1.4946069841645506e+25
7074,1.501603886581039e+25
7075,1.442172109107441e+25
7076,1.4828507958276768e+25
7077,1.4718120512620813e+25
7078,1.5012921128371534e+25
7079,1.5476051218918496e+25
7080,1.454509681689312e+25
7081,1.4710765020174267e+25
7082,1.4906210192185478e+25
7083,1.3845850011826208e+25
7084,1.4988850089711613e+25
7085,1.5663987591238406e+25
7086,1.5142058091761017e+25
7087,1.4399130922355977e+25
7088,1.3944381569012548e+25
7089,1.4728412255552327e+25
7090,1.467368760750775e+25
7091,1.4852434677896908e+25
7092,1.4797355326373517e+25
7093,1.517905127045449e+25
7094,1.5162652192182022e+25
7095,1.4795990562717383e+25
7096,1.4709427518429168e+25
7097,1.6646021838999252e+25
7098,1.5296402719883206e+25
7099,1.4825759538746228e+25
7100,1.528259516642499e+25
7101,1.428392160885317e+25
7102,1.4411030022333189e+25
7103,1.5235741627029793e+25
7104,1.52006760940836e+25
7105,1.4846468202004132e+25
7106,1.4377686127128561e+25
7107,1.49233977697406e+25
7108,1.502040278890243e+25
7109,1.4722627622289732e+25
7110,1.4521194184895382e+25
7111,1.5700043481174024e+25
7112,1.4527004295641273e+25
7113,1.4224878213162469e+25
7114,1.534509731262573e+25
7115,1.5423321994074417e+25
7116,1.4663455805898868e+25
7117,1.5080769205969195e+25
7118,1.464048293969498e+25
7119,1.5169011921402813e+25
7120,1.4570854662715307e+25
7121,1.543203055345141e+25
7122,1.4719715653780465e+25
7123,1.5619393466945732e+25
7124,1.4666495762728426e+25
7125,1.4927791872864798e+25
7126,1.4948989902872881e+25
7127,1.5412866231041772e+25
7128,1.4935079837003332e+25
7129,1.4846273889529218e+25
7130,1.482678070628973e+25
7131,1.508143226363552e+25
7132,1.4498593775733012e+25
7133,1.5219177372550432e+25
7134,1.571622973925141e+25
7135,1.496521284159828e+25
7136,1.4403319809899127e+25
7137,1.4829575965561602e+25
7138,1.5014822626364595e+25
7139,1.5608136955160671e+25
7140,1.5367053845585696e+25
7141,1.4909258069443819e+25
7142,1.5559517016284987e+25
7143,1.4741071936231524e+25
7144,1.4893041184090198e+25
7145,1.5020698739852506e+25
7146,1.4384180971842943e+25
7147,1.5002695542405806e+25
7148,1.5055524015225683e+25
7149,1.5097289839660655e+25
7150,1.416204303778501e+25
7151,1.4566927066258346e+25
7152,1.4798779849205232e+25
7153,1.4314072179013247e+25
7154,1.4579869293745636e+25
7155,1.418535946762032e+25
7156,1.490432219529503e+25
7157,1.4772234807866932e+25
7158,1.4795234831060357e+25
7159,1.47925106991947e+25
7160,1.429197462620336e+25
7161,1.4871909895838727e+25
7162,1.4827496023903027e+25
7163,1.5172340917682573e+25
7164,1.3701100467979503e+25
7165,1.4651051987398766e+25
7166,1.4876326987698735e+25
7167,1.4827050592310613e+25
7168,1.4812283914545528e+25
7169,1.4458346883938316e+25
7170,1.4275060619174214e+25
7171,1.5685296642825701e+25
7172,1.4305414541257172e+25
7173,1.5555630037706317e+25
7174,1.503760519782741e+25
7175,1.4939713359770437e+25
7176,1.4382542918373416e+25
7177,1.488381149521297e+25
7178,1.523625442497362e+25
7179,1.4704154335352355e+25
7180,1.502798094924138e+25
7181,1.5432465319615918e+25
7182,1.518160011420156e+25
7183,1.5056068793096796e+25
7184,1.5056227961504574e+25
7185,1.5566799887517939e+25
7186,1.5173631694527642e+25
7187,1.5250638390156624e+25
7188,1.4418368184139615e+25
7189,1.5589100793373375e+25
7190,1.5542579479642213e+25
7191,1.4262183725553379e+25
7192,1.5504743313039634e+25
7193,1.4931524781502336e+25
7194,1.4271137426634492e+25
7195,1.4446606265259753e+25
7196,1.469464544528599e+25
7197,1.4874104169439929e+25
7198,1.5239185423523138e+25
7199,1.5313971683259746e+25
7200,1.4895436201586772e+25
7201,1.5150502855915296e+25
7202,1.5058406576009154e+25
7203,1.5469778868776579e+25
7204,1.4669360809940202e+25
7205,1.4895973688916498e+25
7206,1.4719953566565593e+25
7207,1.4924299333062792e+25
7208,1.4588577241914564e+25
7209,1.5282664075337812e+25
7210,1.5304653894254704e+25
7211,1.5020663455594008e+25
7212,1.448661165364089e+25
7213,1.5025499619091524e+25
7214,1.4884793615111852e+25
7215,1.509215210899578e+25
7216,1.4764389358988532e+25
7217,1.566688121715106e+25
7218,1.560620824353756e+25
7219,1.5232617706786494e+25
7220,1.4574689731158869e+25
7221,1.4855468040775037e+25
7222,1.523915989440814e+25
7223,1.4737294106389145e+25
7224,1.4659703877114665e+25
7225,1.581925820023818e+25
7226,1.5264318064305784e+25
7227,1.5208905350290527e+25
7228,1.497191546070612e+25
7229,1.5164201925291371e+25
7230,1.4948693219388564e+25
7231,1.484216566661126e+25
7232,1.5345182145408783e+25
7233,1.5418501757602458e+25
7234,1.5297776622734513e+25
7235,1.4776101437240158e+25
7236,1.479600777866393e+25
7237,1.469639499802647e+25
7238,1.5149023942972639e+25
7239,1.5196852253449368e+25
7240,1.4826130356189476e+25
7241,1.4758767169240392e+25
7242,1.444655472485698e+25
7243,1.4970308124800994e+25
7244,1.5477149372893391e+25
7245,1.5080864343689537e+25
7246,1.5156944794136518e+25
7247,1.4809717878187708e+25
7248,1.473138488414266e+25
7249,1.5055009886811047e+25
7250,1.4592682996990857e+25
7251,1.392744924182401e+25
7252,1.5241331287034559e+25
7253,1.524437865292433e+25
7254,1.4751224441811089e+25
7255,1.4839039895017745e+25
7256,1.494167802479822e+25
7257,1.422555526474281e+25
7258,1.4198243673687641e+25
7259,1.4438430199396877e+25
7260,1.4973553575041014e+25
7261,1.5552939569805623e+25
7262,1.4921111932281176e+25
7263,1.4817070881116488e+25
7264,1.4295059183498134e+25
7265,1.4604993834847757e+25
7266,1.5133112585802803e+25
7267,1.487347471321508e+25
7268,1.5707832995276951e+25
7269,1.5210453034629266e+25
7270,1.4993088449015346e+25
7271,1.4582001815701088e+25
7272,1.4949016395728666e+25
7273,1.568220904337908e+25
7274,1.4773278880565129e+25
7275,1.4663812913915472e+25
7276,1.4650886633325965e+25
7277,1.4896860751453477e+25
7278,1.4808941738515908e+25
7279,1.509951832140819e+25
7280,1.5171862861900509e+25
7281,1.5590229785326888e+25
7282,1.504997389786865e+25
7283,1.4599015488870735e+25
7284,1.5416610089804442e+25
7285,1.4575968711652932e+25
7286,1.5623174735707366e+25
7287,1.5740302029201696e+25
7288,1.5612759535015308e+25
7289,1.5294211251939433e+25
7290,1.5526734674073587e+25
7291,1.4782843885800607e+25
7292,1.465648823735436e+25
7293,1.5688204229676612e+25
7294,1.523010336428042e+25
7295,1.4152982346050583e+25
7296,1.4983213926798233e+25
7297,1.4941028450378623e+25
7298,1.4794153077886873e+25
7299,1.5206668499654634e+25
7300,1.4350376361654433e+25
7301,1.4794582896013915e+25
7302,1.451348464739466e+25
7303,1.515555419543173e+25
7304,1.4777449871955943e+25
7305,1.4126518404304465e+25
7306,1.4941482343383686e+25
7307,1.46331038829734e+25
7308,1.5055517971019418e+25
7309,1.5093203790836425e+25
7310,1.4878997359327782e+25
7311,1.5175512039100887e+25
7312,1.4928932974486422e+25
7313,1.5473108033358264e+25
7314,1.5134965565023358e+25
7315,1.423692967417158e+25
7316,1.425619427487633e+25
7317,1.4641480449061877e+25
7318,1.4635590781207711e+25
7319,1.4843559113737357e+25
7320,1.532820469597731e+25
7321,1.5002327463316299e+25
7322,1.5193890812453036e+25
7323,1.5355575101486993e+25
7324,1.4844126393855843e+25
7325,1.5725885937331347e+25
7326,1.50261423942536e+25
7327,1.4792434604743828e+25
7328,1.46275895540281e+25
7329,1.4664371746917807e+25
7330,1.4446719771294869e+25
7331,1.5613818853314922e+25
7332,1.4236893828798624e+25
7333,1.551714930887837e+25
7334,1.5133408591787792e+25
7335,1.4561456294747045e+25
7336,1.5586296233574838e+25
7337,1.4891784827893065e+25
7338,1.3566002885670875e+25
7339,1.5230578208547173e+25
7340,1.5536009618041388e+25
7341,1.5005593073923998e+25
7342,1.5922190139281458e+25
7343,1.5668720377266252e+25
7344,1.4943187227288636e+25
7345,1.5245531191632573e+25
7346,1.472021936196468e+25
7347,1.4856990437123784e+25
7348,1.5171189140013032e+25
7349,1.4842298859769195e+25
7350,1.502880340361701e+25
7351,1.4181069761148781e+25
7352,1.4753064033301836e+25
7353,1.443020484683438e+25
7354,1.52400538740543e+25
7355,1.580503134711567e+25
7356,1.4301181033042474e+25
7357,1.5187817267654059e+25
7358,1.4918141036357646e+25
7359,1.4763180577072377e+25
7360,1.4533468557933465e+25
7361,1.5273444033467306e+25
7362,1.5126670810172926e+25
7363,1.4367052275503394e+25
7364,1.4414127108145145e+25
7365,1.495580664931467e+25
7366,1.4856557982327878e+25
7367,1.4737394459939738e+25
7368,1.421245509535131e+25
7369,1.4931329145494822e+25
7370,1.496824626831642e+25
7371,1.399447347259698e+25
7372,1.4759961623551752e+25
7373,1.5194766994346302e+25
7374,1.505209587923974e+25
7375,1.5016135831204975e+25
7376,1.4526230844146556e+25
7377,1.4512415368055739e+25
7378,1.4974351570281577e+25
7379,1.5137141352689687e+25
7380,1.5567977695529111e+25
7381,1.4800906089900072e+25
7382,1.535455075851341e+25
7383,1.4830472628225525e+25
7384,1.5347943710541822e+25
7385,1.482057364047192e+25
7386,1.5734391387121878e+25
7387,1.4999310025862838e+25
7388,1.4424217046342088e+25
7389,1.4781609370161545e+25
7390,1.4656353244636576e+25
7391,1.5294835673693516e+25
7392,1.5219930869766051e+25
7393,1.5098431151442432e+25
7394,1.5171861600504947e+25
7395,1.4573000701592225e+25
7396,1.4837102926058949e+25
7397,1.522105039209093e+25
7398,1.5587548629948258e+25
7399,1.4420336294024252e+25
7400,1.4718659224818323e+25
7401,1.521196638876177e+25
7402,1.4952682133072882e+25
7403,1.512117566953451e+25
7404,1.4396799013398208e+25
7405,1.5057633192439826e+25
7406,1.5479065785009162e+25
7407,1.528272264736377e+25
7408,1.4349221100342385e+25
7409,1.481007556879306e+25
7410,1.5127893115440727e+25
7411,1.468239149456542e+25
7412,1.5450506427213653e+25
7413,1.540305283681279e+25
7414,1.4281701315132745e+25
7415,1.5347013798142982e+25
7416,1.4742994628629025e+25
7417,1.4602668207633893e+25
7418,1.4968201691530958e+25
7419,1.4940999006179258e+25
7420,1.5350249164036472e+25
7421,1.4067061707768848e+25
7422,1.4533283835755638e+25
7423,1.503243244944363e+25
7424,1.468687047219597e+25
7425,1.469806918889525e+25
7426,1.6075413552101163e+25
7427,1.4753779810087038e+25
7428,1.4543852072887963e+25
7429,1.385662615413741e+25
7430,1.4334557168054724e+25
7431,1.450197061504388e+25
7432,1.5058465923004535e+25
7433,1.480686828523759e+25
7434,1.4962843570840746e+25
7435,1.4322304797332716e+25
7436,1.4763129679111593e+25
7437,1.4537223376432827e+25
7438,1.5285942019432362e+25
7439,1.415369102217804e+25
7440,1.5543603192722068e+25
7441,1.4776910549097337e+25
7442,1.5139075625472779e+25
7443,1.5062487026983474e+25
7444,1.5025039300007844e+25
7445,1.490588219329376e+25
7446,1.5560137004453052e+25
7447,1.4926419949366576e+25
7448,1.4647877882718936e+25
7449,1.4846773665885545e+25
7450,1.5626301633614227e+25
7451,1.5149618928611606e+25
7452,1.5558111266718363e+25
7453,1.479170296915881e+25
7454,1.4523701489250016e+25
7455,1.5052236545157169e+25
7456,1.5345581280800904e+25
7457,1.473727888714899e+25
7458,1.4524935295985943e+25
7459,1.4945793782886256e+25
7460,1.4296379582879012e+25
7461,1.521790139299479e+25
7462,1.5271816250626103e+25
7463,1.5505430110528264e+25
7464,1.5085665458087218e+25
7465,1.5214639564717393e+25
7466,1.5592000156682697e+25
7467,1.4448752722228605e+25
7468,1.5529287625924636e+25
7469,1.4087157685386321e+25
7470,1.4600407059604954e+25
7471,1.4562874570373637e+25
7472,1.4445677887497411e+25
7473,1.4320751030092765e+25
7474,1.4520063047836499e+25
7475,1.4699653488900357e+25
7476,1.497178148040889e+25
7477,1.5017342169385584e+25
7478,1.5121297335946903e+25
7479,1.5107751466818797e+25
7480,1.4682363599013567e+25
7481,1.4270734039885708e+25
7482,1.4628133262865148e+25
7483,1.4324331525536493e+25
7484,1.477173847176299e+25
7485,1.5042227242855336e+25
7486,1.5307465783548317e+25
7487,1.4719185166193676e+25
7488,1.5337539265339945e+25
7489,1.5108021368479175e+25
7490,1.4290720995787866e+25
7491,1.4674149825650957e+25
7492,1.510486436627626e+25
7493,1.5004024992382209e+25
7494,1.4278653852566013e+25
7495,1.5551412758935799e+25
7496,1.4122957518486413e+25
7497,1.5535031451302944e+25
7498,1.476005797763475e+25
7499,1.5005040169688688e+25
7500,1.4708090741669908e+25
7501,1.4301274909373193e+25
7502,1.5158473050605218e+25
7503,1.5314606968193835e+25
7504,1.4966818260920037e+25
7505,1.453985784761646e+25
7506,1.4665344281725562e+25
7507,1.5177223189661613e+25
7508,1.4526786749093483e+25
7509,1.47176309095524e+25
7510,1.511831565572348e+25
7511,1.555272635064209e+25
7512,1.4751733689469005e+25
7513,1.4964892673250066e+25
7514,1.5244729908054309e+25
7515,1.4903453214679513e+25
7516,1.4521109558948791e+25
7517,1.4675785084543845e+25
7518,1.496086185691187e+25
7519,1.5000547793055869e+25
7520,1.4714059153367238e+25
7521,1.5079899471578227e+25
7522,1.4495899616433027e+25
7523,1.5666735573426396e+25
7524,1.5534642444802758e+25
7525,1.4777108160015296e+25
7526,1.5247149623080395e+25
7527,1.5572153937893884e+25
7528,1.4572694662722812e+25
7529,1.487078438290538e+25
7530,1.4047213421376965e+25
7531,1.5376166745469335e+25
7532,1.4393190990409265e+25
7533,1.4874091337949938e+25
7534,1.456651742859938e+25
7535,1.5459688964845733e+25
7536,1.4475967442122146e+25
7537,1.512626279252116e+25
7538,1.474394049553944e+25
7539,1.4645701488934322e+25
7540,1.429666526327858e+25
7541,1.4496792197169205e+25
7542,1.4525623291628098e+25
7543,1.4031218202134315e+25
7544,1.5023481219790423e+25
7545,1.484886236374941e+25
7546,1.515178793862536e+25
7547,1.5055136512955994e+25
7548,1.4880659015889878e+25
7549,1.5327166751986478e+25
7550,1.4850576421689305e+25
7551,1.5065500698124085e+25
7552,1.5407257619331076e+25
7553,1.5004084106775256e+25
7554,1.473963579177606e+25
7555,1.4747433835941693e+25
7556,1.4949167850347652e+25
7557,1.4575221680165934e+25
7558,1.4627114581732242e+25
7559,1.4870308891159114e+25
7560,1.5152971818291562e+25
7561,1.4548377353565975e+25
7562,1.542753753183666e+25
7563,1.5196746138424815e+25
7564,1.5238089813893397e+25
7565,1.5655324101394674e+25
7566,1.5444289715618485e+25
7567,1.47953681083775e+25
7568,1.589807231145565e+25
7569,1.3799116209569412e+25
7570,1.5440208818959648e+25
7571,1.4489642522067367e+25
7572,1.5436675889915001e+25
7573,1.5700966573050334e+25
7574,1.511699002546326e+25
7575,1.4466164688470958e+25
7576,1.4432669926329136e+25
7577,1.4863966766473722e+25
7578,1.4739520686583843e+25
7579,1.4474534185164848e+25
7580,1.4610580225757573e+25
7581,1.4661631787429e+25
7582,1.5856018663164386e+25
7583,1.4498018592661448e+25
7584,1.554268955389033e+25
7585,1.4814363605744486e+25
7586,1.5223428742204832e+25
7587,1.4768935802150499e+25
7588,1.4648623286506829e+25
7589,1.5353007903820634e+25
7590,1.521708081496792e+25
7591,1.4802159307319372e+25
7592,1.5298744999206592e+25
7593,1.4869797719302924e+25
7594,1.4978187100575912e+25
7595,1.503255023619596e+25
7596,1.4921936493837997e+25
7597,1.4770845004263342e+25
7598,1.5694751788085937e+25
7599,1.5763147235153965e+25
7600,1.459559145462537e+25
7601,1.4745171246167517e+25
7602,1.4446850105731448e+25
7603,1.4890887710842203e+25
7604,1.4816567955363872e+25
7605,1.5181693242278117e+25
7606,1.5421140278169462e+25
7607,1.4924842825885036e+25
7608,1.3891453203278877e+25
7609,1.5313019924259795e+25
7610,1.4876275080057946e+25
7611,1.4078608715806116e+25
7612,1.554151742450363e+25
7613,1.4635029759693298e+25
7614,1.5051508595608389e+25
7615,1.481930517089504e+25
7616,1.4627363701079222e+25
7617,1.4809055332972733e+25
7618,1.5086733460591518e+25
7619,1.476886594659583e+25
7620,1.4350361875432418e+25
7621,1.477749595730309e+25
7622,1.4898842326910477e+25
7623,1.534258618471099e+25
7624,1.5531240279777182e+25
7625,1.4576419207993609e+25
7626,1.475989517003753e+25
7627,1.4799957493131964e+25
7628,1.5344152754805625e+25
7629,1.5198242620766373e+25
7630,1.4524565110149374e+25
7631,1.4921116298093167e+25
7632,1.527124609989565e+25
7633,1.4851096496181804e+25
7634,1.5060300841588861e+25
7635,1.538225517580136e+25
7636,1.5129108457639646e+25
7637,1.4824905012618049e+25
7638,1.4730264780969547e+25
7639,1.4845952006136017e+25
7640,1.504478500224301e+25
7641,1.4741815209765638e+25
7642,1.463816977064007e+25
7643,1.5219177151817056e+25
7644,1.557582025366457e+25
7645,1.5512682072039486e+25
7646,1.5167669404190554e+25
7647,1.4828280254807205e+25
7648,1.5105413990209171e+25
7649,1.4472586889031874e+25
7650,1.4675418839233482e+25
7651,1.5421846801773688e+25
7652,1.5246351002407965e+25
7653,1.4468078562844575e+25
7654,1.5106894003112077e+25
7655,1.5182018702223077e+25
7656,1.517567614303606e+25
7657,1.4766580747919608e+25
7658,1.4918286699942273e+25
7659,1.4338845712210378e+25
7660,1.4508530437880574e+25
7661,1.5648516568062952e+25
7662,1.4354933588016103e+25
7663,1.497969412332702e+25
7664,1.5065506716683584e+25
7665,1.5159410249526455e+25
7666,1.5012001132947953e+25
7667,1.4790181882732293e+25
7668,1.4342200418660053e+25
7669,1.5199095611272087e+25
7670,1.5035706238554918e+25
7671,1.4881937113871233e+25
7672,1.4952466553574996e+25
7673,1.5649088565955568e+25
7674,1.387565684830829e+25
7675,1.4215398944455328e+25
7676,1.4748592399099788e+25
7677,1.4965343178754354e+25
7678,1.4792738640999044e+25
7679,1.504558122447405e+25
7680,1.5071972085442393e+25
7681,1.5158766855401244e+25
7682,1.5066954157658766e+25
7683,1.4629175050316112e+25
7684,1.4917074031587914e+25
7685,1.499044743054105e+25
7686,1.5067672288562866e+25
7687,1.5579419193016052e+25
7688,1.4645409744242616e+25
7689,1.5537671310467528e+25
7690,1.4863990414139575e+25
7691,1.5457248780168794e+25
7692,1.4549633735936545e+25
7693,1.4032846625205153e+25
7694,1.4909298678274704e+25
7695,1.4471907263492529e+25
7696,1.485457015328251e+25
7697,1.5002782684503872e+25
7698,1.5287634565786027e+25
7699,1.470976876108697e+25
7700,1.5277625085090292e+25
7701,1.4641916365797626e+25
7702,1.4661290723505122e+25
7703,1.5065550188058476e+25
7704,1.485499811797493e+25
7705,1.4878036385977594e+25
7706,1.5386946950436941e+25
7707,1.4556783325306622e+25
7708,1.562724569671346e+25
7709,1.4970668334248717e+25
7710,1.480453262015856e+25
7711,1.4476034265620386e+25
7712,1.4885260648678435e+25
7713,1.488574349130598e+25
7714,1.4256795579535561e+25
7715,1.4640443275087452e+25
7716,1.4741355725766154e+25
7717,1.4338181943972715e+25
7718,1.4223989679675345e+25
7719,1.4996752620120282e+25
7720,1.4894395075532813e+25
7721,1.4856557492444857e+25
7722,1.5147711999171643e+25
7723,1.447002494542256e+25
7724,1.4829711231844993e+25
7725,1.5114362391239013e+25
7726,1.573963518717878e+25
7727,1.4251880448939458e+25
7728,1.4962898537388962e+25
7729,1.4716628755972312e+25
7730,1.466494778725694e+25
7731,1.4438059873198195e+25
7732,1.500854413106433e+25
7733,1.508678489078433e+25
7734,1.4610905413128783e+25
7735,1.5037727447351136e+25
7736,1.5209568820477272e+25
7737,1.460219433337816e+25
7738,1.4223269769744272e+25
7739,1.4760955821172698e+25
7740,1.4596280004119781e+25
7741,1.5305102248973295e+25
7742,1.456233961733907e+25
7743,1.4768558355773249e+25
7744,1.5143010875802697e+25
7745,1.4632931969829208e+25
7746,1.4941580080749472e+25
7747,1.4786844185488126e+25
7748,1.5359103664605716e+25
7749,1.5013103942094734e+25
7750,1.4547501870510437e+25
7751,1.445592925160794e+25
7752,1.4897392886259652e+25
7753,1.4948882263199333e+25
7754,1.4630725023905272e+25
7755,1.5090394018823086e+25
7756,1.4810377306764933e+25
7757,1.400409345723155e+25
7758,1.5275242053610841e+25
7759,1.3819017199588163e+25
7760,1.5488631684484326e+25
7761,1.5266339015273011e+25
7762,1.543067260437528e+25
7763,1.4659354226045347e+25
7764,1.4252712867462795e+25
7765,1.5826121422664043e+25
7766,1.471684360605667e+25
7767,1.4611975986787238e+25
7768,1.423434511433327e+25
7769,1.5550463362346784e+25
7770,1.3885925543242435e+25
7771,1.4447129091389397e+25
7772,1.4716047097762423e+25
7773,1.4716976019477629e+25
7774,1.4303273869694238e+25
7775,1.4732611367964915e+25
7776,1.4736388219291242e+25
7777,1.5714604967550135e+25
7778,1.5331649145570726e+25
7779,1.4610959902373532e+25
7780,1.4551289302185584e+25
7781,1.4498300062141187e+25
7782,1.4891957838400494e+25
7783,1.5546855583636228e+25
7784,1.5300570340867086e+25
7785,1.5217334554460351e+25
7786,1.4585649918479633e+25
7787,1.474260656061863e+25
7788,1.4744732246591489e+25
7789,1.4707689184739269e+25
7790,1.5123876506568573e+25
7791,1.478361399950071e+25
7792,1.5034399005963638e+25
7793,1.514995330979624e+25
7794,1.5472499408069036e+25
7795,1.4381806373490336e+25
7796,1.4968930916788576e+25
7797,1.489115725390905e+25
7798,1.5204884681077785e+25
7799,1.420581182314352e+25
7800,1.4513792543377286e+25
7801,1.4648676218028106e+25
7802,1.4415514482030095e+25
7803,1.5791799420430778e+25
7804,1.5046916485077986e+25
7805,1.4500183968873548e+25
7806,1.4377369908493372e+25
7807,1.4944443349426505e+25
7808,1.4538187944470541e+25
7809,1.5539583296993587e+25
7810,1.4563584603045433e+25
7811,1.5087212590124378e+25
7812,1.4901560161937148e+25
7813,1.4630629434880302e+25
7814,1.4517013588907117e+25
7815,1.542977632619711e+25
7816,1.4531142827192023e+25
7817,1.5819448861447859e+25
7818,1.5127910744177574e+25
7819,1.4684552349434033e+25
7820,1.4675732799287906e+25
7821,1.4299550710995602e+25
7822,1.4908288790857227e+25
7823,1.4694719170582896e+25
7824,1.4857542525071046e+25
7825,1.552240591262741e+25
7826,1.4884951619274879e+25
7827,1.5491119988676923e+25
7828,1.543107734243079e+25
7829,1.5358721833219476e+25
7830,1.4680077543350463e+25
7831,1.4443567755845457e+25
7832,1.464142551510964e+25
7833,1.4409836694813764e+25
7834,1.5492945295471233e+25
7835,1.5372444726478783e+25
7836,1.4846442190935043e+25
7837,1.499242565715325e+25
7838,1.4589131594706391e+25
7839,1.4723430257713415e+25
7840,1.5083002886824472e+25
7841,1.489978515499909e+25
7842,1.4944640967483289e+25
7843,1.5077744252048668e+25
7844,1.5127674490860443e+25
7845,1.4749798378509822e+25
7846,1.428842508340061e+25
7847,1.550053788374392e+25
7848,1.4873257137557516e+25
7849,1.5293610703476288e+25
7850,1.5420486971749753e+25
7851,1.4978561961385535e+25
7852,1.4887019762116277e+25
7853,1.5522162616004627e+25
7854,1.4813709740974244e+25
7855,1.548776852820708e+25
7856,1.4379208890302081e+25
7857,1.4554847330749354e+25
7858,1.4615869970847716e+25
7859,1.5108425941693028e+25
7860,1.516183266481944e+25
7861,1.4451394044797037e+25
7862,1.4746835172047323e+25
7863,1.4679491819645025e+25
7864,1.5017063671338242e+25
7865,1.503995095446102e+25
7866,1.5492933218001107e+25
7867,1.4826708900861878e+25
7868,1.463087303017886e+25
7869,1.5082664227136006e+25
7870,1.4905624205726108e+25
7871,1.472321490259692e+25
7872,1.6213170225476897e+25
7873,1.4613060083951986e+25
7874,1.5449472562104006e+25
7875,1.3918168374624675e+25
7876,1.5309162481362406e+25
7877,1.4871974920048472e+25
7878,1.4619817982739779e+25
7879,1.5052989731687704e+25
7880,1.4444610121595572e+25
7881,1.4786278219496934e+25
7882,1.4747403472669395e+25
7883,1.5161727891215582e+25
7884,1.4875119973539281e+25
7885,1.4482491771548999e+25
7886,1.5033776193081539e+25
7887,1.4850373388110975e+25
7888,1.4680056716985278e+25
7889,1.5448333620635128e+25
7890,1.486012279818988e+25
7891,1.5236382805060421e+25
7892,1.4908162477327966e+25
7893,1.4418124916993216e+25
7894,1.4915562128861461e+25
7895,1.4992740603464748e+25
7896,1.3882011662247953e+25
7897,1.491256294858486e+25
7898,1.4786085161222127e+25
7899,1.4795452900734772e+25
7900,1.4893627458895603e+25
7901,1.4846269546820286e+25
7902,1.4986036592347406e+25
7903,1.535994749245567e+25
7904,1.5370396445755547e+25
7905,1.5004008645506569e+25
7906,1.4432664926305638e+25
7907,1.4747397413305515e+25
7908,1.49589508633763e+25
7909,1.4400965944804178e+25
7910,1.4541225709580964e+25
7911,1.4944173361716202e+25
7912,1.514587637526574e+25
7913,1.4538295902165901e+25
7914,1.4202475065614587e+25
7915,1.5097899912720854e+25
7916,1.5429132065870295e+25
7917,1.528982796031918e+25
7918,1.5005272694840629e+25
7919,1.4524743918694128e+25
7920,1.460677507485442e+25
7921,1.5179327160064919e+25
7922,1.4562763333299824e+25
7923,1.5018218226452575e+25
7924,1.4734050847315463e+25
7925,1.5141783201562804e+25
7926,1.494906708828129e+25
7927,1.5637617397414237e+25
7928,1.5047083644748174e+25
7929,1.5085445462715773e+25
7930,1.452639305535895e+25
7931,1.5144996916026266e+25
7932,1.52503920934817e+25
7933,1.4924392380157659e+25
7934,1.430892186893675e+25
7935,1.5031007996291029e+25
7936,1.5154189460058802e+25
7937,1.4909887531879092e+25
7938,1.5296123277786945e+25
7939,1.5214365259243186e+25
7940,1.5127327597517097e+25
7941,1.4740775155853817e+25
7942,1.5383614768608913e+25
7943,1.453457303502529e+25
7944,1.3922619442981985e+25
7945,1.493528123728799e+25
7946,1.4447507177044006e+25
7947,1.4763372281725568e+25
7948,1.5070849243343514e+25
7949,1.4776323688234829e+25
7950,1.434394989725358e+25
7951,1.5463218435547805e+25
7952,1.4828775873578397e+25
7953,1.4810336470903799e+25
7954,1.5018090926655215e+25
7955,1.5440344153495173e+25
7956,1.456022077565647e+25
7957,1.4891318275296297e+25
7958,1.4573455808583254e+25
7959,1.4442463384318134e+25
7960,1.4951133360537627e+25
7961,1.481409306559431e+25
7962,1.605836845931853e+25
7963,1.4856681728588962e+25
7964,1.514211123673703e+25
7965,1.557536275419492e+25
7966,1.5167549191260358e+25
7967,1.4527733943373796e+25
7968,1.4788393159770513e+25
7969,1.4725806906417669e+25
7970,1.4994090695125136e+25
7971,1.5167110284552146e+25
7972,1.494274833443003e+25
7973,1.488856610402015e+25
7974,1.5063268940885126e+25
7975,1.5068856342365264e+25
7976,1.447859666046513e+25
7977,1.4303558438119694e+25
7978,1.601134094552178e+25
7979,1.457528965913228e+25
7980,1.4669808027744778e+25
7981,1.4440138867804245e+25
7982,1.4442761087339638e+25
7983,1.4113252682954531e+25
7984,1.4947795976602385e+25
7985,1.4389864851300793e+25
7986,1.5185202915941245e+25
7987,1.5065300186394612e+25
7988,1.5215427853287378e+25
7989,1.4370643518548783e+25
7990,1.5223354722663924e+25
7991,1.4522713785390991e+25
7992,1.4720400478372775e+25
7993,1.4898203113502912e+25
