,Buy_Sell_Samples
6877,1.1453748358523706e+21
6878,2.9978402300035445e+19
6879,1.1568105993376681e+20
6880,2.6495772541634085e+21
6881,1.5174231828939041e+18
6882,7.785923521331852e+19
6883,3.1800922934536933e+19
6884,5.181476422223948e+19
6885,1.697883819329545e+20
6886,7.149079290024477e+20
6887,5.326163802013877e+19
6888,3.1157003943455974e+17
6889,5.614004317092188e+19
6890,1.4771606168160354e+19
6891,1.1979718395305916e+22
6892,3.2392361511997584e+20
6893,4.0890441389867356e+18
6894,1.865423355208197e+22
6895,7.50655992186357e+22
6896,3.0739656584735003e+19
6897,8.420554186701817e+19
6898,1.2423739684497256e+24
6899,1.9297225928538244e+21
6900,1.4565710142543874e+20
6901,1.5161170920428487e+19
6902,6.977559335298194e+20
6903,2.851454536452748e+18
6904,1.1704081234344897e+19
6905,4.142897482652416e+18
6906,1.538033352832142e+20
6907,1.2000894424868536e+18
6908,1.093510272101927e+19
6909,2.1538661025150494e+20
6910,1.6896457705340643e+20
6911,4.374113068784772e+19
6912,3.3234888530427976e+18
6913,5.188145772226907e+19
6914,1.775895019961549e+19
6915,2.255974640285228e+20
6916,1.3021770275082126e+21
6917,2.073056452054534e+18
6918,9.809844560586194e+21
6919,1.4946225999457924e+20
6920,2.507334288076271e+19
6921,3.9358879768972224e+17
6922,6.030827801039052e+20
6923,2.1188231531511248e+20
6924,8.205522106975292e+17
6925,2.4846988722408454e+21
6926,2.5874655019487078e+22
6927,8.250815371403223e+19
6928,1.2404878805696442e+17
6929,1.776825548746441e+22
6930,1.0542999094193195e+20
6931,2.936175130948295e+21
6932,2.865296310284805e+20
6933,1.3011264760318394e+19
6934,4.7390281553949745e+19
6935,3.336653274979909e+20
6936,4.176431741923513e+21
6937,8.936082240611477e+19
6938,1.7063179187340092e+21
6939,7824495354842693.0
6940,3.6453263008648524e+19
6941,4.726582476729805e+18
6942,2.0048241599156593e+22
6943,1.9000847054055133e+19
6944,6.276116488193054e+20
6945,2.0536686464538512e+21
6946,3.213473869284067e+19
6947,4.0430634988955343e+21
6948,5.206181754096326e+19
6949,8.447794926283298e+20
6950,6.854133461683139e+20
6951,2.226346797228282e+20
6952,2.503886321749655e+21
6953,6.001683494563473e+19
6954,3.2370379429238753e+21
6955,2.1377978320645242e+22
6956,2.5593499876141765e+19
6957,1.5858356558611294e+20
6958,5.643102098994426e+21
6959,1.4640938716796795e+21
6960,1.5683342369685783e+20
6961,4.483188460131257e+19
6962,1.0862018814846697e+21
6963,7.834853078845788e+18
6964,3.473271366461981e+20
6965,1.3197077382979117e+21
6966,6.212825392410519e+19
6967,1.7406923702801934e+20
6968,1.2633197703234997e+20
6969,4.4993352593833345e+19
6970,5.0034900255191794e+20
6971,5.9296373583104524e+19
6972,2.604915616886827e+20
6973,3.1180971935694153e+20
6974,1.902526306091409e+20
6975,4.3622803520908093e+18
6976,9.103929160942993e+18
6977,3.4007679730568246e+20
6978,1.4933594953260586e+22
6979,3.6265268691315083e+22
6980,1.3051636770915033e+22
6981,1.442754971014765e+21
6982,3.895208589771523e+19
6983,8.378482674849143e+20
6984,3.852903747310381e+20
6985,1.5231105376552904e+22
6986,1.9869724655521306e+21
6987,2.095309486566245e+19
6988,1.9085725140362208e+17
6989,5.874666585009861e+18
6990,4.800492122788909e+20
6991,6.7982491106319505e+22
6992,1.4207967180627706e+21
6993,7.789405988281623e+18
6994,1.2916442019043258e+19
6995,2.0479974692242415e+21
6996,5.260560854464533e+21
6997,4.106269744639004e+22
6998,3.095659296986157e+20
6999,8.508666627396205e+20
7000,1.2231819409959977e+19
7001,8.511155185680374e+20
7002,2.7824294835391336e+20
7003,3.501802547285245e+21
7004,4.92009514494103e+18
7005,5.610837302092262e+18
7006,6.133682296056583e+21
7007,9.772092790243584e+18
7008,4.26641023682679e+18
7009,2.3759461633407343e+20
7010,6.08990891669199e+22
7011,2.2345878080553373e+22
7012,1.166262321554371e+20
7013,1.4510566114984313e+20
7014,6.242500932318509e+18
7015,1.7577578115472153e+19
7016,1.3698234008446047e+22
7017,6.92307184718379e+20
7018,7.335409700485157e+17
7019,2.28809641921273e+21
7020,2.6296667434973475e+22
7021,3.6754143758218457e+19
7022,3.843214041867891e+18
7023,3.7986599743285777e+21
7024,4.4475118677231826e+18
7025,1.9502463978271234e+20
7026,1.6569886511012868e+21
7027,4.4515291228625253e+21
7028,1.006251196535391e+20
7029,2.8734582722308793e+21
7030,7.108054958816179e+18
7031,1.7385189898797411e+22
7032,2.32728684670271e+20
7033,1.156944089103159e+20
7034,1.520029576711856e+20
7035,1.3936643086124069e+19
7036,5.7118195874448155e+19
7037,3.325114427558663e+21
7038,1.1973050858543546e+19
7039,3.950927941795088e+20
7040,3.278475663768604e+19
7041,4.850415559759834e+19
7042,4.65095142664871e+22
7043,3.3619358326917476e+19
7044,8.328997996215056e+20
7045,1.5843369169306877e+17
7046,2.27491653628816e+21
7047,4.131633032496841e+20
7048,7.890189398279702e+19
7049,8.407727852575247e+18
7050,1.228777193958237e+22
7051,9.35452511312978e+19
7052,1.7614268561135899e+19
7053,9.35005091140657e+18
7054,5.135186600566509e+20
7055,1.9623206264624173e+19
7056,1.0828407647023825e+21
7057,5.514638821581345e+22
7058,1.840162812192699e+21
7059,5.643227091789347e+20
7060,5.651125048607511e+18
7061,1.7939462494820083e+20
7062,1.3465607613325668e+19
7063,7.571902907655528e+17
7064,2.05493669776036e+18
7065,2.3688441592803036e+20
7066,6.642496260497219e+21
7067,1.307273368652725e+18
7068,4.226861631323511e+19
7069,5.859667196323916e+18
7070,3.6290600793790323e+21
7071,1.4142832118378123e+19
7072,1.65502205080968e+18
7073,6.257165952444e+19
7074,5.525525333013451e+19
7075,3.0609369950894246e+17
7076,2.115354564954023e+21
7077,5.249843841412807e+21
7078,9.314054429503117e+20
7079,4.85662049642078e+19
7080,4.240223446319943e+20
7081,1.5168599103092074e+20
7082,2.9858837328499378e+22
7083,3.0033741670888556e+18
7084,1.1608394348182934e+19
7085,8.421337485639516e+20
7086,1.5620448750866132e+21
7087,4.340650507616281e+22
7088,8.471591899448128e+20
7089,6.637580393616603e+21
7090,1.9045870458445002e+18
7091,1.33309484898925e+19
7092,1.4155516785157464e+21
7093,9.003137839483313e+20
7094,9.971360463998049e+19
7095,1.481902770968353e+20
7096,2.3139601850350038e+21
7097,3.4998471889017395e+17
7098,1.0435553346914394e+20
7099,1.0701284420638685e+19
7100,3.3072685324919295e+21
7101,7.690595661130452e+19
7102,5.921165613799107e+20
7103,2.118655990075243e+20
7104,1.7676070847929156e+20
7105,1.0911874014946176e+20
7106,1.2065083349148723e+21
7107,2.3255514098621862e+23
7108,1.732284031398646e+20
7109,3.743147261589792e+20
7110,1.07443823984189e+19
7111,2.3664305598356694e+21
7112,1.806895272259107e+19
7113,2.0273553164721926e+19
7114,1.4256925758888149e+20
7115,1.946223015927977e+19
7116,5.9903014288503045e+22
7117,9.064766954576286e+20
7118,2.3915259291049266e+20
7119,3.7221967903458355e+21
7120,1.1559939546296574e+19
7121,2.5767718542440825e+20
7122,1.3519871784830495e+18
7123,5.318071512078128e+20
7124,4.874449763477175e+20
7125,5.6162768073795305e+20
7126,4.855073497747798e+18
7127,5.744317702867271e+19
7128,1.8326870145451128e+18
7129,1.1328093614874784e+21
7130,1.0059164597567586e+20
7131,7.535985503961907e+18
7132,8.0945850841405e+18
7133,9.402519362486456e+19
7134,3.3984606967537605e+20
7135,5.835952634536774e+19
7136,8.060199682428119e+18
7137,4.560496935663696e+20
7138,1.2320240470596678e+20
7139,8.781425396156516e+20
7140,2.464108437740777e+21
7141,3.1568802242176027e+21
7142,2.0948319912562118e+20
7143,1.6262979226198573e+20
7144,2.4872256563607225e+21
7145,1.686036772785606e+20
7146,9.457493402582646e+21
7147,9.998970891287808e+18
7148,1.5676540523925731e+19
7149,7.547098107499083e+19
7150,2.1749125209791115e+22
7151,2.31215314950075e+19
7152,4.1460931852786985e+20
7153,4.410336295803242e+20
7154,1.914851628914249e+20
7155,1.3733977599366393e+20
7156,4.289982666508942e+21
7157,2.1696518397623976e+20
7158,3.590237427163578e+18
7159,2.25954131283356e+17
7160,3.2642036661533745e+21
7161,1.1799791419894103e+18
7162,1.8060570256158856e+18
7163,2.2282045613378745e+20
7164,5.126003272304251e+20
7165,5.52570323944169e+18
7166,7.684467279590632e+17
7167,4.7479217543662384e+20
7168,1.987956985994651e+18
7169,4.962019628574626e+19
7170,2.5573949684185983e+22
7171,9.081372591615418e+20
7172,1.082088911773253e+22
7173,2.9113446304397963e+19
7174,2.077314728121178e+19
7175,1.4120806238963079e+23
7176,4.896835148466422e+19
7177,1.7867764100169355e+22
7178,6.478701859525872e+18
7179,1.7964476179917183e+20
7180,3.855226582324833e+20
7181,3.1008407800441e+19
7182,7.587467823332372e+20
7183,6.026840554834377e+22
7184,4.1156075840683634e+21
7185,4.595792238767936e+18
7186,4.285656850382326e+20
7187,2.709209491036991e+18
7188,1.020070518232371e+19
7189,1.4682220118494682e+18
7190,2.6269232528299577e+19
7191,2.603693702919486e+21
7192,1.1002578429123378e+20
7193,6.533440680189619e+19
7194,3.196688921535948e+18
7195,1.3527126078485725e+19
7196,1.0531635081074693e+21
7197,1.4933465233087834e+19
7198,1.4137774789603506e+19
7199,1.0765365944239757e+22
7200,7.394340874252091e+20
7201,1.9124839572526952e+19
7202,3.176082159195509e+19
7203,3.5813482679055446e+19
7204,5.9018804137506275e+19
7205,6.51308235371318e+18
7206,1.3545530103379503e+20
7207,3.7328545400280965e+19
7208,3.8229559057340655e+22
7209,4.325721336937808e+22
7210,3.347408415111344e+20
7211,6.410188610629939e+17
7212,3.011184855457656e+20
7213,2.6595777901855166e+20
7214,5.964167400737468e+19
7215,2.2125383740780436e+20
7216,4.188677455994002e+20
7217,4.8817282336496956e+20
7218,5.658185287723394e+21
7219,1.6930707437943928e+20
7220,3.7310546969549834e+21
7221,3.9967852627734266e+20
7222,9.60194854706652e+20
7223,5.999085834796657e+23
7224,2.3894002828398013e+18
7225,1.4774152684770036e+19
7226,6.987665623693005e+21
7227,2.2243871207564396e+18
7228,2.883593102083442e+18
7229,1.4157975546432163e+20
7230,1.7896722407297766e+22
7231,4.4973590575011893e+21
7232,3.0531995982795317e+21
7233,1.6421613778307446e+21
7234,1.2530296318384474e+20
7235,8.975399013157655e+19
7236,1.5071919022949773e+21
7237,9.112737398714371e+16
7238,4.4306821996558434e+19
7239,9.9002813749705e+18
7240,6.314740654097711e+17
7241,8.720469837500601e+21
7242,1.584646247789691e+23
7243,2.467612296710047e+20
7244,3.1303884431818287e+20
7245,2.499099214042582e+20
7246,7.989115271932792e+16
7247,8.110920780433031e+20
7248,3.3313220290792286e+20
7249,4.505126094054471e+19
7250,1.4354131493071633e+20
7251,5.709431395156976e+19
7252,1.5152238860615133e+19
7253,2.881810850931649e+18
7254,3.069319319834393e+19
7255,8.16234283920611e+21
7256,1.842324226329605e+18
7257,7.375049439231481e+21
7258,1.71652104705908e+19
7259,2.516697176491408e+19
7260,1.6284596809981755e+18
7261,2.4162750587456147e+20
7262,2.5074620339580824e+21
7263,1.4293763654829474e+21
7264,8.478351587356543e+17
7265,5.7084664635154326e+19
7266,4.218331831699906e+20
7267,1.2997966137309596e+21
7268,3.1248971639740857e+21
7269,4.832297293892465e+20
7270,7.781524416210452e+22
7271,2.859688465761754e+21
7272,4.286844403673661e+22
7273,5.127510774961606e+20
7274,5.300099964397663e+21
7275,2.0284819630145516e+19
7276,3.1148415361745736e+19
7277,9.652363269373554e+19
7278,2.7461929278679025e+18
7279,2.6419526285808694e+17
7280,6.586757889385416e+19
7281,2.24883592559864e+20
7282,5.6975888147162713e+20
7283,1.1712028188826856e+21
7284,4.1295947050961506e+21
7285,3.707105999901316e+19
7286,5.067851520564091e+21
7287,6.193895208035113e+20
7288,2.2580398598710032e+21
7289,1.4055626579140982e+20
7290,3.3217165016142304e+17
7291,1.5034039675055977e+20
7292,2.650439844654205e+19
7293,6.595678899541204e+21
7294,4.128571650250575e+20
7295,2.5321464819601424e+19
7296,1.3360779093230312e+21
7297,1.3091692096969844e+20
7298,5.083007581361129e+18
7299,1.0084600619284562e+22
7300,3.1980265906268714e+20
7301,1.2534002551551685e+24
7302,9.217960912803584e+21
7303,7.451850653947103e+19
7304,1.0759078244773743e+23
7305,9.357640769970165e+19
7306,1.74876902350922e+21
7307,1.1388036562975731e+21
7308,1.507200850652484e+21
7309,6.686368504101302e+19
7310,1.114077258724915e+17
7311,1.095779799296729e+19
7312,4.337062895830287e+21
7313,6.190495289814739e+20
7314,1.7113920891817873e+19
7315,1.3036621713134846e+21
7316,2.065030520766042e+19
7317,1.526047578410964e+20
7318,3.704961493314338e+21
7319,4.0811323258368926e+19
7320,7.621011586678582e+19
7321,7.427231245059652e+17
7322,4.068485646703872e+17
7323,2.201619698635812e+22
7324,4.478610624353078e+20
7325,3.3726677609061007e+19
7326,2.2003178546019464e+20
7327,9.427044051986275e+17
7328,6.967231492337436e+18
7329,1.6708746059856192e+21
7330,3.2983663742423944e+22
7331,5.891658590591987e+17
7332,1.434438538268518e+18
7333,5.305416236527167e+18
7334,2.4643312301623375e+20
7335,1.8178515202027713e+20
7336,3.648095389164784e+19
7337,4.93453611250809e+19
7338,5.877547181788288e+19
7339,1.925978670739711e+20
7340,2.9622655437711656e+22
7341,1.839383524434861e+22
7342,2.0790163816603012e+16
7343,1.9234035150517206e+22
7344,1.2732165829220601e+22
7345,5.2092147797587155e+22
7346,1.5333579372632048e+19
7347,2.8985654436673286e+19
7348,1.1043822690326989e+21
7349,6.390420963242334e+20
7350,8.209192455006153e+21
7351,7.52365151680471e+19
7352,1.8300962263799345e+21
7353,2.998169776175268e+19
7354,2.566558652542867e+19
7355,1.825882611300405e+21
7356,3.085661906266418e+20
7357,2.5495870325081943e+18
7358,1.8510877400282045e+20
7359,1.999015126711276e+19
7360,1.837242505614265e+19
7361,8.503566969409039e+25
7362,7.450033463499193e+19
7363,1.136124267595858e+23
7364,8.447632682553073e+20
7365,9.477619386498763e+21
7366,1.0733788073063226e+21
7367,1.2468957573070714e+21
7368,7.658479652510118e+23
7369,1.1922142240995708e+23
7370,6.407865301085334e+18
7371,1.6332125052434368e+18
7372,3390434420128761.5
7373,1.521022300991134e+20
7374,1.0538574341035751e+19
7375,2.4233994564810064e+20
7376,1.3244257760015502e+22
7377,2.201068177473223e+21
7378,1.789523711469214e+21
7379,2.294893451766342e+23
7380,2.4770118784057318e+20
7381,1.3002298066312244e+23
7382,4.654597224059924e+22
7383,1.0735906722322802e+20
7384,2.456738106923926e+19
7385,1.8099426271968378e+23
7386,1.0197713451770726e+18
7387,6.081143222140131e+20
7388,3.51132083369169e+22
7389,2.109692071889531e+17
7390,8.303212679057133e+18
7391,4.853402237458851e+20
7392,5.2005432686732165e+19
7393,1.1397963988410697e+20
7394,3.195869483446629e+21
7395,6.585652164337384e+23
7396,3.478575366131256e+21
7397,4.572394130653546e+18
7398,2.9294124765363785e+20
7399,9.606232768673004e+18
7400,5.346843650408704e+18
7401,5.060466538973457e+19
7402,2.2678146113109896e+16
7403,2.4085541394737106e+18
7404,6.855297852858841e+20
7405,5.680588377444491e+19
7406,7.202161633220723e+17
7407,4.686749198402018e+19
7408,4.2567620414050637e+18
7409,2.2069596626795697e+18
7410,6.454643382481406e+19
7411,1.1199926799558898e+20
7412,2.14562670187298e+20
7413,4.649232645551278e+19
7414,3.9542128989464945e+19
7415,2.9990707579360425e+20
7416,1.1393815035748396e+20
7417,3.5079089168596094e+20
7418,4.522628935360968e+19
7419,8.387537823197386e+19
7420,2.557170179841775e+19
7421,1.6226951311369452e+19
7422,7.612535243739915e+22
7423,2.771866606218287e+19
7424,3.046083136330488e+21
7425,4.3512901761577994e+18
7426,2.060404610803731e+17
7427,1.5838096435814479e+21
7428,3.569615153641168e+23
7429,5.491891911811617e+17
7430,2.3051882808353825e+18
7431,6.446080754832586e+20
7432,2.433694479039238e+19
7433,4.565340365923007e+18
7434,4.106264338427131e+20
7435,1.745636873553157e+19
7436,3.1382981700291205e+18
7437,6.8589300634441105e+19
7438,4.096327761796335e+20
7439,2.1492733520717408e+20
7440,3.164699206995876e+19
7441,2.3066766327567616e+22
7442,2.1850926016475827e+21
7443,1.282888887117352e+22
7444,4.5822881056956826e+19
7445,1.5189761877597602e+19
7446,7.898803048365466e+19
7447,1.1821615211246612e+20
7448,2.2228106151452816e+20
7449,6.294777907783394e+21
7450,2.17423529557231e+19
7451,3.561593138401666e+19
7452,6.334957502447017e+20
7453,3.356011265002386e+21
7454,7.359691990559727e+19
7455,1.2580463772035742e+22
7456,6.451074942291922e+19
7457,3.940441470721805e+19
7458,3.5648374020314542e+19
7459,3.5297162632106963e+19
7460,8.456793336619808e+18
7461,5.312334331255205e+17
7462,7.063953499267313e+18
7463,4.238265288344281e+18
7464,7.27856458225773e+20
7465,1.11971864272886e+20
7466,3.144040952548923e+21
7467,6.027894399350981e+19
7468,3.8336144931149046e+19
7469,3.014694940272218e+19
7470,7.58583264840019e+20
7471,8.868435753465183e+17
7472,2.2323655942058947e+20
7473,5.497456613910092e+19
7474,6.625609158716002e+21
7475,5.945302686489182e+18
7476,5.62156584486545e+19
7477,8.56175851264129e+19
7478,3.219484170190384e+21
7479,1.4875989486974149e+19
7480,1.0031742838492384e+22
7481,6.097593092719104e+20
7482,4.814763766031707e+21
7483,2.201624163697797e+20
7484,2.853213764781112e+18
7485,4.4152633806923786e+20
7486,1.317260342222956e+20
7487,4.3103359144278045e+21
7488,2.0678271145597832e+18
7489,7.368131306911382e+20
7490,7.64195016732052e+19
7491,5.006059056891688e+19
7492,7.0698614352424575e+19
7493,7.655702160480392e+19
7494,7.056090576992033e+21
7495,5.9116649170943615e+19
7496,1.8509059001418854e+18
7497,3.942909393863028e+17
7498,7.677903025100116e+22
7499,6.407163871110168e+18
7500,1.0071074286255395e+19
7501,3.13436649889616e+18
7502,7.63843761677271e+20
7503,4.7145026863633056e+19
7504,1.5077139199476072e+20
7505,3.268295923473566e+16
7506,1.1890590423355138e+19
7507,2.392000381637596e+19
7508,6.113898107415779e+19
7509,4.429225657774552e+20
7510,7.751213665224087e+18
7511,2.8906961867654877e+19
7512,5.2872188335494667e+20
7513,2.2376023317627994e+20
7514,5.611466171119373e+21
7515,9.791126131963308e+19
7516,2.1056769601263488e+21
7517,1.955936893947832e+19
7518,1.4597119105760545e+19
7519,9.04819816703611e+19
7520,2.760114058793721e+19
7521,3.959644549562251e+19
7522,5.309275022455868e+20
7523,2.1099287166929312e+20
7524,1.1990897838501501e+20
7525,2.3011932064503474e+20
7526,1.8039634467498222e+19
7527,5.0728632598186214e+17
7528,6.600037372475777e+19
7529,1.8944728758703866e+20
7530,2.3910317288723843e+22
7531,7.066029802030158e+19
7532,1.1337122557316112e+19
7533,2.935809851581193e+19
7534,4.402785852756085e+19
7535,2.9162705793263174e+20
7536,1.3158459078250043e+22
7537,2.4244674057028664e+21
7538,3.7372919375854725e+18
7539,1.2199140121074673e+20
7540,4.889474316272606e+19
7541,4.1939043947048504e+23
7542,4.252090884274861e+20
7543,2.075536031377055e+21
7544,8.217551700846084e+19
7545,1.8882691828477814e+22
7546,7.908214436310709e+18
7547,9.548373321191787e+21
7548,3.066606911467932e+20
7549,8.39518406928845e+20
7550,2.4281386416500478e+19
7551,1.8187871669026852e+18
7552,1.747151072026174e+20
7553,9.324103160066935e+23
7554,9.725539402830143e+20
7555,1.9924137458292953e+19
7556,1.8870454196831736e+19
7557,5.260372840826466e+17
7558,7.120246536529691e+18
7559,1.470215301927943e+21
7560,4.284055979702149e+19
7561,2.339801080292887e+21
7562,1.078238381245279e+22
7563,9.036816035533772e+19
7564,3.765889555775216e+20
7565,2.0564809650839663e+19
7566,1.1150609963368658e+21
7567,6.509433100805011e+18
7568,8.8023532757211e+18
7569,1.9149346710117627e+20
7570,9.939959049054499e+18
7571,1.0746224517780077e+20
7572,1.1751507733362356e+19
7573,4.656247589390563e+19
7574,1.5348139518650075e+19
7575,2.0142995394170617e+21
7576,4.914720678688175e+20
7577,2.8221201498945493e+20
7578,3.3537529342542157e+18
7579,2.099962928168686e+19
7580,1.0467224723610692e+21
7581,3.5416665759951815e+19
7582,6.456701627017929e+19
7583,1.49856331803127e+18
7584,2.3619795681308133e+21
7585,1.965700323796702e+20
7586,1.0870475070050006e+22
7587,9.174711532863917e+19
7588,7.764076607931423e+18
7589,3.7739101309978445e+18
7590,1.1776654569782612e+19
7591,5.957882149112406e+20
7592,2.3288735437817364e+20
7593,2.471422058152953e+21
7594,1.2401344271164467e+17
7595,4.5656942016083526e+20
7596,2.8019292702536867e+22
7597,2.4666783031893803e+20
7598,8.866228017351618e+19
7599,5.338211558436978e+17
7600,1.0700584115802577e+22
7601,2.0878072153846343e+21
7602,8.715350601212072e+20
7603,3.2165946333984604e+18
7604,2.236533490021321e+19
7605,4.7927616614098395e+19
7606,8.221689919129917e+20
7607,6.466492960946687e+17
7608,9.191130286557855e+21
7609,6.207415742258254e+19
7610,1.1887145755711488e+18
7611,1.0852041712371406e+20
7612,1.671866052202454e+21
7613,4.773959573980764e+21
7614,1.0518613915858123e+20
7615,1.0828807085767663e+18
7616,1.1059072960806153e+20
7617,2.079140514066552e+19
7618,1.916129676835877e+19
7619,1.0835550882127223e+20
7620,4.212030664260686e+19
7621,2.629048355233132e+18
7622,1.2669974320641417e+19
7623,3.1428560607091904e+20
7624,5.660872039058797e+19
7625,7.929246842105199e+19
7626,9.02690507185355e+19
7627,1.5938886104869097e+18
7628,3.7654717759606825e+18
7629,7.088168036571069e+19
7630,4.019675201319227e+19
7631,7.740502492562322e+20
7632,2.7163524622079505e+20
7633,2.55518821859935e+22
7634,1.259074477687929e+19
7635,3.5812904788817043e+17
7636,1.9705177461797156e+21
7637,1.8534199890545074e+19
7638,1.572270715615951e+21
7639,5.56716640291638e+19
7640,8.268582606699382e+19
7641,2.3516335420053733e+21
7642,2.7049033650369656e+20
7643,1.3186829928902332e+20
7644,1.6970501479560502e+18
7645,9.372828904251842e+20
7646,1.0387820512335924e+22
7647,1.4421352612996123e+21
7648,7.510015100008007e+19
7649,3.618664497827519e+20
7650,1.6228889333579563e+22
7651,1.3784958643958057e+20
7652,8.108797140267051e+21
7653,1.3435787763422058e+19
7654,3.994955401619749e+20
7655,6.850894415381548e+17
7656,1.21877363880861e+21
7657,1.889193651161642e+19
7658,4.839534240708465e+18
7659,1.9564588176940726e+18
7660,1.372030971736902e+21
7661,2.9822920743108764e+19
7662,6.921485055856054e+19
7663,8.837459810427315e+18
7664,4.2328713361113984e+18
7665,1.854331347802237e+19
7666,1.5129367320016344e+21
7667,8.909074544646652e+20
7668,3.6474351147824723e+17
7669,8.966025485732934e+21
7670,2.1152494310674235e+20
7671,4.26570588754391e+19
7672,1.206254299175393e+21
7673,1.606159606249856e+20
7674,5.589616422100485e+17
7675,1.45039439028532e+19
7676,5.3550477617925987e+20
7677,3.477294567640503e+19
7678,4.393805398301939e+19
7679,1.4330713299269714e+18
7680,1.4787238096102525e+19
7681,1.0079306920127604e+20
7682,3.5602963933992735e+21
7683,2.245898525716152e+18
7684,1.3168204026936523e+21
7685,3.772197250896028e+21
7686,2.1923127660859485e+22
7687,2.1061578808105862e+21
7688,2.8385449243755574e+20
7689,2.0793030269061787e+22
7690,4.3648972908430946e+22
7691,9.645200602638375e+18
7692,2.2078064214438327e+20
7693,3.206833056236385e+20
7694,3.630978047275053e+18
7695,7.865255040554932e+21
7696,5.436769475788426e+19
7697,1.752243829427563e+22
7698,5.375261497808026e+19
7699,2.347143967867469e+20
7700,4.2717709109554145e+18
7701,6.337322451487082e+19
7702,4.2712170429720894e+20
7703,8.439156131827093e+16
7704,1.7162860873738255e+18
7705,4.9954287850799655e+20
7706,4.403731721852596e+17
7707,1.1959273565728304e+22
7708,1.678798575149254e+20
7709,3.06551716978474e+16
7710,7.279912599320985e+21
7711,4.662080835869113e+18
7712,3.5041306923989913e+21
7713,4.463920469042213e+20
7714,2.6159584411685454e+19
7715,3.57680122597403e+21
7716,1.8655291312188526e+18
7717,5.379449557453138e+19
7718,4.4651465275417615e+18
7719,1.1576420216163475e+19
7720,2.1634466772195254e+24
7721,7.976798796725817e+21
7722,4.975858297061948e+20
7723,1.913455288029185e+21
7724,1.0730427511295361e+20
7725,1.786590585892283e+17
7726,9.353207128345911e+19
7727,7.363764767586952e+19
7728,4.661813440669188e+21
7729,7.125848414870167e+18
7730,6.96753985676016e+21
7731,1.6933194058193093e+20
7732,5.6620498601300604e+20
7733,5.619566032600182e+19
7734,5.594709089019581e+21
7735,9.173680181513681e+19
7736,5.393505773699576e+18
7737,6.0457272260417724e+19
7738,7.980537553951616e+19
7739,3.782200122862742e+19
7740,3.3395734614396654e+21
7741,3.489135083469683e+18
7742,2.606489091728757e+21
7743,1.461521489943327e+19
7744,6.161212859684763e+21
7745,6.348415918455037e+18
7746,7.652624237913151e+21
7747,2.529409802772323e+19
7748,1.5269754946969385e+21
7749,2.3251328763029336e+19
7750,2.3756333990511284e+21
7751,7.60619903376102e+19
7752,3.725961861404076e+19
7753,2.0432430569339727e+21
7754,6.4845447058678915e+19
7755,1.4251756041602301e+18
7756,2.1643064513434476e+22
7757,6.07050656631102e+17
7758,8.308286355184182e+18
7759,5.31617736070654e+19
7760,3.698554674775527e+19
7761,2.8550776209737273e+20
7762,4.9659804825302866e+20
7763,2.829747051666684e+17
7764,4.687859343928337e+20
7765,1.2756864058745818e+21
7766,8.60601423470291e+19
7767,1.661485250973211e+21
7768,3.5380897039698017e+18
7769,3.0983263054211685e+20
7770,1.4234323361014802e+19
7771,9.20012174264752e+18
7772,2.868156781057967e+19
7773,6.928715540832943e+19
7774,3.5428727487910018e+25
7775,1.5093301207613776e+19
7776,3.935531009737529e+21
7777,1.2755939311571524e+19
7778,6.53231926152026e+22
7779,2.8570070408756006e+20
7780,3.0455836085284716e+18
7781,2.1210016968362652e+20
7782,1.9402879794953545e+20
7783,2.3519762113208883e+18
7784,6.98795444578495e+21
7785,1.073426972388913e+24
7786,1.2943727108383082e+21
7787,1.781154701605889e+20
7788,7.58438746946137e+19
7789,6.156883814774825e+20
7790,3.098270159959441e+19
7791,1.0724815510809625e+19
7792,2.9057939779940463e+19
7793,2.0648473919404006e+21
7794,4.513135364208608e+19
7795,1.3842946777074603e+20
7796,1.9821554980897646e+20
7797,3.907490698487599e+20
7798,1.4364266969064535e+20
7799,1.1453568735494628e+24
7800,1.4245051737272793e+20
7801,9.52470528220294e+18
7802,4.368200451936879e+23
7803,7.079833121902732e+21
7804,2.6336232773006156e+19
7805,9.317633528903375e+18
7806,1.3448177206738872e+22
7807,2.4834497765759533e+19
7808,3.48150587342116e+23
7809,9.604121620343225e+20
7810,6.600996703267257e+20
7811,4.978461405392359e+21
7812,5.830792664437719e+17
7813,1.7513995824566777e+22
7814,3.1878891105733596e+21
7815,1.1535448527115721e+20
7816,1.658122284530823e+22
7817,9.705204235301132e+18
7818,5.011144492549165e+18
7819,2.9837216200235012e+19
7820,4.881838567674938e+21
7821,1.1833178307992685e+19
7822,1.0038207619007257e+20
7823,1.9810086161160096e+22
7824,4.5019851464549634e+21
7825,1.378042404912219e+19
7826,7.834619979192251e+20
7827,3.492240117564748e+19
7828,4.085114120454766e+20
7829,1.1248956286775826e+22
7830,1.1907205137387416e+19
7831,1.0057970478289202e+22
7832,3.1125315702501016e+20
7833,2.982974127057721e+20
7834,1.4574367436237349e+22
7835,1.8447291916679473e+21
7836,5.0049654417129714e+20
7837,5.1296957537050385e+22
7838,7.997891072808863e+18
7839,1.5195737914716256e+19
7840,1.2556743787559971e+22
7841,2.6846819447906034e+23
7842,7.741067374226376e+22
7843,4.668220402033891e+20
7844,5.4560933114916635e+20
